sep=,
2024-01-01 00:03:59,582
2024-01-01 00:06:06,581
2024-01-01 00:08:13,581
2024-01-01 00:10:20,579
2024-01-01 00:12:27,579
2024-01-01 00:14:34,574
2024-01-01 00:16:41,571
2024-01-01 00:18:48,571
2024-01-01 00:20:55,570
2024-01-01 00:23:02,571
2024-01-01 00:25:09,572
2024-01-01 00:27:16,574
2024-01-01 00:29:23,571
2024-01-01 00:31:30,572
2024-01-01 00:33:38,578
2024-01-01 00:35:45,580
2024-01-01 00:37:52,582
2024-01-01 00:39:59,583
2024-01-01 00:42:06,582
2024-01-01 00:44:13,590
2024-01-01 00:46:20,594
2024-01-01 00:48:27,600
2024-01-01 00:50:34,605
2024-01-01 00:52:41,611
2024-01-01 00:54:48,615
2024-01-01 00:56:55,620
2024-01-01 01:01:09,626
2024-01-01 01:03:16,634
2024-01-01 01:05:23,638
2024-01-01 01:07:30,644
2024-01-01 01:09:37,647
2024-01-01 01:11:44,652
2024-01-01 01:13:51,652
2024-01-01 01:15:58,652
2024-01-01 01:18:05,652
2024-01-01 01:20:12,655
2024-01-01 01:22:19,658
2024-01-01 01:24:26,661
2024-01-01 01:26:33,664
2024-01-01 01:28:40,672
2024-01-01 01:30:47,676
2024-01-01 01:32:54,676
2024-01-01 01:35:01,675
2024-01-01 01:37:08,670
2024-01-01 01:39:15,668
2024-01-01 01:41:22,668
2024-01-01 01:43:29,665
2024-01-01 01:45:36,664
2024-01-01 01:47:44,667
2024-01-01 01:49:51,667
2024-01-01 01:51:58,667
2024-01-01 01:56:12,667
2024-01-01 01:58:19,665
2024-01-01 02:00:26,672
2024-01-01 02:02:33,666
2024-01-01 02:04:40,662
2024-01-01 02:06:47,670
2024-01-01 02:08:54,666
2024-01-01 02:11:01,665
2024-01-01 02:13:08,667
2024-01-01 02:15:15,669
2024-01-01 02:17:22,663
2024-01-01 02:19:29,663
2024-01-01 02:21:36,657
2024-01-01 02:23:43,656
2024-01-01 02:25:50,657
2024-01-01 02:27:57,660
2024-01-01 02:30:04,658
2024-01-01 02:32:11,656
2024-01-01 02:34:18,655
2024-01-01 02:36:25,649
2024-01-01 02:38:32,653
2024-01-01 02:40:39,655
2024-01-01 02:42:46,653
2024-01-01 02:44:53,654
2024-01-01 02:47:00,655
2024-01-01 02:49:07,659
2024-01-01 02:51:14,661
2024-01-01 02:53:21,659
2024-01-01 02:55:28,660
2024-01-01 02:57:35,659
2024-01-01 02:59:43,663
2024-01-01 03:01:50,665
2024-01-01 03:03:57,666
2024-01-01 03:06:04,663
2024-01-01 03:08:09,666
2024-01-01 03:10:16,666
2024-01-01 03:12:23,667
2024-01-01 03:14:30,666
2024-01-01 03:16:37,665
2024-01-01 03:18:44,671
2024-01-01 03:20:51,673
2024-01-01 03:22:58,666
2024-01-01 03:25:05,662
2024-01-01 03:27:12,666
2024-01-01 03:29:19,664
2024-01-01 03:31:26,666
2024-01-01 03:33:33,665
2024-01-01 03:35:40,659
2024-01-01 03:37:47,661
2024-01-01 03:39:54,659
2024-01-01 03:42:01,659
2024-01-01 03:44:08,659
2024-01-01 03:46:15,658
2024-01-01 03:48:22,659
2024-01-01 03:50:29,656
2024-01-01 03:52:36,653
2024-01-01 03:54:43,656
2024-01-01 03:56:50,657
2024-01-01 03:58:57,658
2024-01-01 04:01:04,657
2024-01-01 04:03:11,658
2024-01-01 04:05:19,660
2024-01-01 04:07:26,657
2024-01-01 04:09:33,654
2024-01-01 04:11:40,651
2024-01-01 04:13:47,648
2024-01-01 04:15:54,645
2024-01-01 04:18:01,648
2024-01-01 04:20:08,645
2024-01-01 04:22:15,645
2024-01-01 04:24:22,642
2024-01-01 04:26:29,641
2024-01-01 04:28:36,640
2024-01-01 04:30:43,639
2024-01-01 04:32:50,644
2024-01-01 04:34:57,646
2024-01-01 04:37:04,647
2024-01-01 04:39:11,650
2024-01-01 04:41:18,650
2024-01-01 04:43:25,646
2024-01-01 04:45:32,643
2024-01-01 04:47:39,641
2024-01-01 04:49:46,640
2024-01-01 04:51:53,634
2024-01-01 04:54:00,636
2024-01-01 04:56:07,635
2024-01-01 04:58:14,636
2024-01-01 05:00:21,633
2024-01-01 05:02:28,632
2024-01-01 05:04:35,632
2024-01-01 05:06:42,630
2024-01-01 05:08:49,629
2024-01-01 05:10:56,632
2024-01-01 05:13:03,633
2024-01-01 05:15:10,628
2024-01-01 05:17:17,625
2024-01-01 05:19:25,622
2024-01-01 05:21:32,619
2024-01-01 05:23:39,624
2024-01-01 05:25:46,627
2024-01-01 05:27:53,627
2024-01-01 05:30:00,624
2024-01-01 05:32:07,620
2024-01-01 05:34:14,620
2024-01-01 05:36:21,615
2024-01-01 05:38:28,614
2024-01-01 05:40:35,616
2024-01-01 05:42:42,614
2024-01-01 05:44:49,614
2024-01-01 05:46:56,619
2024-01-01 05:49:03,622
2024-01-01 05:51:10,617
2024-01-01 05:53:17,620
2024-01-01 05:55:24,619
2024-01-01 05:57:31,615
2024-01-01 05:59:38,614
2024-01-01 06:01:45,613
2024-01-01 06:03:52,612
2024-01-01 06:05:59,615
2024-01-01 06:08:06,614
2024-01-01 06:10:13,614
2024-01-01 06:12:20,612
2024-01-01 06:14:27,615
2024-01-01 06:16:34,610
2024-01-01 06:18:41,610
2024-01-01 06:20:48,606
2024-01-01 06:22:55,608
2024-01-01 06:25:02,612
2024-01-01 06:27:09,611
2024-01-01 06:29:16,606
2024-01-01 06:33:31,613
2024-01-01 06:35:38,612
2024-01-01 06:37:45,608
2024-01-01 06:39:52,609
2024-01-01 06:41:59,607
2024-01-01 06:44:06,607
2024-01-01 06:46:13,607
2024-01-01 06:48:20,610
2024-01-01 06:50:27,607
2024-01-01 06:52:34,604
2024-01-01 06:54:41,605
2024-01-01 06:56:48,606
2024-01-01 06:58:55,610
2024-01-01 07:01:02,609
2024-01-01 07:03:09,607
2024-01-01 07:05:16,609
2024-01-01 07:07:23,612
2024-01-01 07:09:30,611
2024-01-01 07:11:37,607
2024-01-01 07:13:44,606
2024-01-01 07:15:51,604
2024-01-01 07:17:58,610
2024-01-01 07:20:05,607
2024-01-01 07:22:12,602
2024-01-01 07:24:19,605
2024-01-01 07:26:26,604
2024-01-01 07:28:33,612
2024-01-01 07:30:40,609
2024-01-01 07:32:47,608
2024-01-01 07:34:54,614
2024-01-01 07:37:01,610
2024-01-01 07:39:08,609
2024-01-01 07:41:15,610
2024-01-01 07:43:22,610
2024-01-01 07:45:29,614
2024-01-01 07:47:37,610
2024-01-01 07:49:44,610
2024-01-01 07:51:51,608
2024-01-01 07:53:58,608
2024-01-01 07:56:05,609
2024-01-01 07:58:12,606
2024-01-01 08:00:19,610
2024-01-01 08:02:26,608
2024-01-01 08:04:33,608
2024-01-01 08:06:40,604
2024-01-01 08:08:47,604
2024-01-01 08:10:54,607
2024-01-01 08:13:01,611
2024-01-01 08:15:08,608
2024-01-01 08:17:15,611
2024-01-01 08:19:22,607
2024-01-01 08:21:29,612
2024-01-01 08:23:36,606
2024-01-01 08:25:43,613
2024-01-01 08:27:50,610
2024-01-01 08:29:57,611
2024-01-01 08:32:04,614
2024-01-01 08:34:11,618
2024-01-01 08:36:18,617
2024-01-01 08:38:25,614
2024-01-01 08:40:32,617
2024-01-01 08:42:39,617
2024-01-01 08:44:46,611
2024-01-01 08:46:53,607
2024-01-01 08:49:00,608
2024-01-01 08:51:07,605
2024-01-01 08:53:14,609
2024-01-01 08:55:21,608
2024-01-01 08:57:28,609
2024-01-01 08:59:35,610
2024-01-01 09:01:43,607
2024-01-01 09:03:50,608
2024-01-01 09:05:57,610
2024-01-01 09:08:04,613
2024-01-01 09:10:11,611
2024-01-01 09:12:18,613
2024-01-01 09:14:25,616
2024-01-01 09:16:32,618
2024-01-01 09:18:39,616
2024-01-01 09:20:46,612
2024-01-01 09:22:53,612
2024-01-01 09:25:00,612
2024-01-01 09:27:07,613
2024-01-01 09:29:14,616
2024-01-01 09:31:21,613
2024-01-01 09:33:28,616
2024-01-01 09:35:35,618
2024-01-01 09:37:42,615
2024-01-01 09:39:49,615
2024-01-01 09:41:56,613
2024-01-01 09:44:03,612
2024-01-01 09:46:10,613
2024-01-01 09:48:17,617
2024-01-01 09:50:24,619
2024-01-01 09:52:31,622
2024-01-01 09:54:38,621
2024-01-01 09:56:45,620
2024-01-01 09:58:52,622
2024-01-01 10:00:59,623
2024-01-01 10:03:06,615
2024-01-01 10:05:13,616
2024-01-01 10:07:20,622
2024-01-01 10:09:27,623
2024-01-01 10:11:34,622
2024-01-01 10:13:40,627
2024-01-01 10:15:47,622
2024-01-01 10:17:54,620
2024-01-01 10:20:01,620
2024-01-01 10:22:08,623
2024-01-01 10:24:15,626
2024-01-01 10:26:22,619
2024-01-01 10:28:29,619
2024-01-01 10:30:36,616
2024-01-01 10:32:43,618
2024-01-01 10:34:50,620
2024-01-01 10:36:57,620
2024-01-01 10:39:04,618
2024-01-01 10:41:11,616
2024-01-01 10:43:18,616
2024-01-01 10:45:25,613
2024-01-01 10:47:32,615
2024-01-01 10:49:39,614
2024-01-01 10:51:46,615
2024-01-01 10:53:53,613
2024-01-01 10:56:00,614
2024-01-01 10:58:07,614
2024-01-01 11:00:14,615
2024-01-01 11:02:21,611
2024-01-01 11:04:28,611
2024-01-01 11:06:35,610
2024-01-01 11:08:42,609
2024-01-01 11:10:49,609
2024-01-01 11:12:56,609
2024-01-01 11:15:03,610
2024-01-01 11:17:10,607
2024-01-01 11:19:17,611
2024-01-01 11:21:25,611
2024-01-01 11:23:32,606
2024-01-01 11:25:39,604
2024-01-01 11:27:46,604
2024-01-01 11:29:53,603
2024-01-01 11:32:00,602
2024-01-01 11:34:07,603
2024-01-01 11:36:14,603
2024-01-01 11:38:21,599
2024-01-01 11:40:28,600
2024-01-01 11:42:35,602
2024-01-01 11:44:42,601
2024-01-01 11:46:49,604
2024-01-01 11:48:56,606
2024-01-01 11:51:03,607
2024-01-01 11:53:10,607
2024-01-01 11:55:17,608
2024-01-01 11:57:24,605
2024-01-01 11:59:31,605
2024-01-01 12:01:38,606
2024-01-01 12:03:45,604
2024-01-01 12:05:52,610
2024-01-01 12:07:59,612
2024-01-01 12:10:06,607
2024-01-01 12:12:13,608
2024-01-01 12:14:20,607
2024-01-01 12:16:27,608
2024-01-01 12:18:34,607
2024-01-01 12:20:41,612
2024-01-01 12:22:48,609
2024-01-01 12:24:55,608
2024-01-01 12:27:02,608
2024-01-01 12:29:09,604
2024-01-01 12:31:16,605
2024-01-01 12:33:23,600
2024-01-01 12:35:31,604
2024-01-01 12:37:38,601
2024-01-01 12:39:45,603
2024-01-01 12:41:52,607
2024-01-01 12:43:59,605
2024-01-01 12:46:06,600
2024-01-01 12:48:13,602
2024-01-01 12:50:20,609
2024-01-01 12:52:27,609
2024-01-01 12:54:34,614
2024-01-01 12:56:41,618
2024-01-01 12:58:48,618
2024-01-01 13:00:55,624
2024-01-01 13:05:09,631
2024-01-01 13:07:16,633
2024-01-01 13:09:23,627
2024-01-01 13:11:30,624
2024-01-01 13:15:44,624
2024-01-01 13:17:51,620
2024-01-01 13:19:58,621
2024-01-01 13:22:05,621
2024-01-01 13:24:12,616
2024-01-01 13:26:19,615
2024-01-01 13:28:26,620
2024-01-01 13:30:33,616
2024-01-01 13:32:40,613
2024-01-01 13:34:47,610
2024-01-01 13:36:54,612
2024-01-01 13:39:01,620
2024-01-01 13:41:08,620
2024-01-01 13:43:15,619
2024-01-01 13:45:22,621
2024-01-01 13:47:29,617
2024-01-01 13:49:37,621
2024-01-01 13:51:44,621
2024-01-01 13:53:51,618
2024-01-01 13:55:58,619
2024-01-01 13:58:05,616
2024-01-01 14:00:12,614
2024-01-01 14:02:19,617
2024-01-01 14:04:26,615
2024-01-01 14:06:33,618
2024-01-01 14:08:40,618
2024-01-01 14:10:47,616
2024-01-01 14:12:54,615
2024-01-01 14:15:01,613
2024-01-01 14:17:08,614
2024-01-01 14:19:15,616
2024-01-01 14:21:22,613
2024-01-01 14:23:29,618
2024-01-01 14:25:36,620
2024-01-01 14:27:43,619
2024-01-01 14:29:50,613
2024-01-01 14:31:57,609
2024-01-01 14:34:04,608
2024-01-01 14:36:11,614
2024-01-01 14:38:18,611
2024-01-01 14:40:25,610
2024-01-01 14:42:32,608
2024-01-01 14:44:39,610
2024-01-01 14:46:46,608
2024-01-01 14:51:00,609
2024-01-01 14:53:07,607
2024-01-01 14:55:14,609
2024-01-01 14:57:21,609
2024-01-01 14:59:28,608
2024-01-01 15:01:35,608
2024-01-01 15:03:43,610
2024-01-01 15:05:50,614
2024-01-01 15:07:57,612
2024-01-01 15:10:04,606
2024-01-01 15:12:11,610
2024-01-01 15:14:18,608
2024-01-01 15:16:25,606
2024-01-01 15:18:32,610
2024-01-01 15:20:39,611
2024-01-01 15:22:46,611
2024-01-01 15:24:53,609
2024-01-01 15:27:00,616
2024-01-01 15:29:07,614
2024-01-01 15:31:14,613
2024-01-01 15:33:21,614
2024-01-01 15:35:28,618
2024-01-01 15:37:35,621
2024-01-01 15:39:42,622
2024-01-01 15:41:49,619
2024-01-01 15:43:56,621
2024-01-01 15:46:03,622
2024-01-01 15:48:10,613
2024-01-01 15:50:17,616
2024-01-01 15:52:24,621
2024-01-01 15:54:31,619
2024-01-01 15:56:38,625
2024-01-01 15:58:45,625
2024-01-01 16:00:52,619
2024-01-01 16:02:59,616
2024-01-01 16:05:06,619
2024-01-01 16:07:13,613
2024-01-01 16:09:20,610
2024-01-01 16:11:27,615
2024-01-01 16:13:34,611
2024-01-01 16:15:42,609
2024-01-01 16:17:49,611
2024-01-01 16:19:56,612
2024-01-01 16:22:03,613
2024-01-01 16:24:10,618
2024-01-01 16:26:17,615
2024-01-01 16:28:24,618
2024-01-01 16:30:31,619
2024-01-01 16:32:38,618
2024-01-01 16:34:45,610
2024-01-01 16:36:52,610
2024-01-01 16:38:59,609
2024-01-01 16:41:06,610
2024-01-01 16:43:13,608
2024-01-01 16:45:20,605
2024-01-01 16:47:27,607
2024-01-01 16:49:34,604
2024-01-01 16:51:41,596
2024-01-01 16:53:48,594
2024-01-01 16:55:55,599
2024-01-01 16:58:02,601
2024-01-01 17:00:09,597
2024-01-01 17:02:16,593
2024-01-01 17:04:23,596
2024-01-01 17:06:30,599
2024-01-01 17:08:37,604
2024-01-01 17:10:44,608
2024-01-01 17:12:51,607
2024-01-01 17:14:58,603
2024-01-01 17:17:05,603
2024-01-01 17:19:10,608
2024-01-01 17:21:17,608
2024-01-01 17:23:25,608
2024-01-01 17:25:32,613
2024-01-01 17:27:39,615
2024-01-01 17:29:46,613
2024-01-01 17:31:53,613
2024-01-01 17:34:00,614
2024-01-01 17:36:07,611
2024-01-01 17:38:14,608
2024-01-01 17:40:21,611
2024-01-01 17:42:28,607
2024-01-01 17:44:35,606
2024-01-01 17:46:42,604
2024-01-01 17:48:49,607
2024-01-01 17:50:56,608
2024-01-01 17:53:03,606
2024-01-01 17:55:10,605
2024-01-01 17:57:17,603
2024-01-01 17:59:24,606
2024-01-01 18:01:31,606
2024-01-01 18:03:38,607
2024-01-01 18:05:45,605
2024-01-01 18:07:52,608
2024-01-01 18:09:59,604
2024-01-01 18:12:06,605
2024-01-01 18:14:13,597
2024-01-01 18:16:20,595
2024-01-01 18:18:27,599
2024-01-01 18:20:34,603
2024-01-01 18:22:41,602
2024-01-01 18:24:48,600
2024-01-01 18:26:55,598
2024-01-01 18:29:02,607
2024-01-01 18:31:09,604
2024-01-01 18:33:16,607
2024-01-01 18:35:23,602
2024-01-01 18:37:31,597
2024-01-01 18:39:38,597
2024-01-01 18:41:45,595
2024-01-01 18:43:52,590
2024-01-01 18:45:59,591
2024-01-01 18:48:06,593
2024-01-01 18:50:13,589
2024-01-01 18:52:20,590
2024-01-01 18:54:27,597
2024-01-01 18:56:34,601
2024-01-01 18:58:41,598
2024-01-01 19:00:48,602
2024-01-01 19:02:55,601
2024-01-01 19:05:02,598
2024-01-01 19:07:09,601
2024-01-01 19:09:16,596
2024-01-01 19:11:23,593
2024-01-01 19:13:30,596
2024-01-01 19:15:37,595
2024-01-01 19:17:44,597
2024-01-01 19:19:51,597
2024-01-01 19:21:58,600
2024-01-01 19:24:05,599
2024-01-01 19:26:12,602
2024-01-01 19:28:19,603
2024-01-01 19:30:26,607
2024-01-01 19:32:33,604
2024-01-01 19:34:40,606
2024-01-01 19:41:01,599
2024-01-01 19:43:08,601
2024-01-01 19:45:16,600
2024-01-01 19:47:23,594
2024-01-01 19:49:30,596
2024-01-01 19:51:37,604
2024-01-01 19:53:44,601
2024-01-01 19:55:51,600
2024-01-01 19:57:58,600
2024-01-01 20:00:05,603
2024-01-01 20:02:12,604
2024-01-01 20:04:19,605
2024-01-01 20:06:26,605
2024-01-01 20:08:33,605
2024-01-01 20:10:40,603
2024-01-01 20:12:47,603
2024-01-01 20:14:54,606
2024-01-01 20:17:01,608
2024-01-01 20:19:08,608
2024-01-01 20:21:15,604
2024-01-01 20:23:22,601
2024-01-01 20:25:29,604
2024-01-01 20:27:36,605
2024-01-01 20:29:43,606
2024-01-01 20:31:50,605
2024-01-01 20:33:57,602
2024-01-01 20:36:04,604
2024-01-01 20:38:11,599
2024-01-01 20:40:18,603
2024-01-01 20:42:25,603
2024-01-01 20:44:32,603
2024-01-01 20:46:39,600
2024-01-01 20:48:46,598
2024-01-01 20:50:53,596
2024-01-01 20:53:00,599
2024-01-01 20:55:07,597
2024-01-01 20:57:14,595
2024-01-01 20:59:22,593
2024-01-01 21:01:29,597
2024-01-01 21:03:36,594
2024-01-01 21:05:43,593
2024-01-01 21:07:50,596
2024-01-01 21:09:57,599
2024-01-01 21:12:04,596
2024-01-01 21:14:11,597
2024-01-01 21:16:18,595
2024-01-01 21:18:25,593
2024-01-01 21:20:32,592
2024-01-01 21:22:39,594
2024-01-01 21:24:46,594
2024-01-01 21:26:53,596
2024-01-01 21:29:00,595
2024-01-01 21:31:07,596
2024-01-01 21:33:14,595
2024-01-01 21:35:21,593
2024-01-01 21:37:28,588
2024-01-01 21:39:35,586
2024-01-01 21:41:42,590
2024-01-01 21:43:49,586
2024-01-01 21:45:56,582
2024-01-01 21:48:03,579
2024-01-01 21:50:10,574
2024-01-01 21:52:17,577
2024-01-01 21:54:24,580
2024-01-01 21:56:31,579
2024-01-01 21:58:38,581
2024-01-01 22:00:45,584
2024-01-01 22:02:52,587
2024-01-01 22:04:59,585
2024-01-01 22:07:06,579
2024-01-01 22:09:13,579
2024-01-01 22:11:20,580
2024-01-01 22:13:27,579
2024-01-01 22:15:35,578
2024-01-01 22:17:42,578
2024-01-01 22:19:49,578
2024-01-01 22:21:56,577
2024-01-01 22:24:03,574
2024-01-01 22:26:10,579
2024-01-01 22:28:17,575
2024-01-01 22:30:24,575
2024-01-01 22:32:31,576
2024-01-01 22:34:38,574
2024-01-01 22:36:45,576
2024-01-01 22:38:52,580
2024-01-01 22:40:59,578
2024-01-01 22:43:06,569
2024-01-01 22:45:13,570
2024-01-01 22:47:20,565
2024-01-01 22:49:27,566
2024-01-01 22:51:34,565
2024-01-01 22:53:41,563
2024-01-01 22:55:48,563
2024-01-01 22:57:55,568
2024-01-01 23:00:02,565
2024-01-01 23:02:09,567
2024-01-01 23:04:16,563
2024-01-01 23:06:23,563
2024-01-01 23:08:30,563
2024-01-01 23:10:37,559
2024-01-01 23:12:44,556
2024-01-01 23:14:51,555
2024-01-01 23:16:58,558
2024-01-01 23:19:05,555
2024-01-01 23:21:12,554
2024-01-01 23:23:19,552
2024-01-01 23:25:26,551
2024-01-01 23:27:33,552
2024-01-01 23:29:41,549
2024-01-01 23:31:48,547
2024-01-01 23:33:55,548
2024-01-01 23:36:02,538
2024-01-01 23:38:09,535
2024-01-01 23:40:16,534
2024-01-01 23:42:23,531
2024-01-01 23:44:30,529
2024-01-01 23:46:37,529
2024-01-01 23:48:44,531
2024-01-01 23:50:51,528
2024-01-01 23:52:58,531
2024-01-01 23:55:05,532
2024-01-01 23:57:12,539
2024-01-01 23:59:19,545
2024-01-02 00:01:26,542
2024-01-02 00:03:33,541
2024-01-02 00:05:40,532
2024-01-02 00:07:47,531
2024-01-02 00:09:54,527
2024-01-02 00:12:01,526
2024-01-02 00:14:08,527
2024-01-02 00:16:15,530
2024-01-02 00:18:22,531
2024-01-02 00:20:29,526
2024-01-02 00:22:36,525
2024-01-02 00:24:41,522
2024-01-02 00:26:48,522
2024-01-02 00:28:55,528
2024-01-02 00:31:02,523
2024-01-02 00:33:09,524
2024-01-02 00:35:17,519
2024-01-02 00:37:24,521
2024-01-02 00:39:31,516
2024-01-02 00:41:38,514
2024-01-02 00:43:45,513
2024-01-02 00:45:52,515
2024-01-02 00:47:59,512
2024-01-02 00:50:06,508
2024-01-02 00:52:13,510
2024-01-02 00:54:20,509
2024-01-02 00:56:27,507
2024-01-02 00:58:34,513
2024-01-02 01:00:41,515
2024-01-02 01:02:48,511
2024-01-02 01:04:55,512
2024-01-02 01:07:02,511
2024-01-02 01:09:09,509
2024-01-02 01:11:16,506
2024-01-02 01:13:23,505
2024-01-02 01:15:30,504
2024-01-02 01:17:37,503
2024-01-02 01:19:44,502
2024-01-02 01:21:51,499
2024-01-02 01:23:58,497
2024-01-02 01:26:05,497
2024-01-02 01:28:12,497
2024-01-02 01:30:19,499
2024-01-02 01:32:26,501
2024-01-02 01:34:33,500
2024-01-02 01:36:40,500
2024-01-02 01:38:47,504
2024-01-02 01:40:54,504
2024-01-02 01:43:01,500
2024-01-02 01:45:08,499
2024-01-02 01:47:16,496
2024-01-02 01:49:23,489
2024-01-02 01:51:30,490
2024-01-02 01:53:37,489
2024-01-02 01:55:44,488
2024-01-02 01:57:51,484
2024-01-02 01:59:58,484
2024-01-02 02:02:05,486
2024-01-02 02:04:12,490
2024-01-02 02:06:19,491
2024-01-02 02:08:26,485
2024-01-02 02:10:33,485
2024-01-02 02:12:40,486
2024-01-02 02:14:47,487
2024-01-02 02:16:54,486
2024-01-02 02:19:01,488
2024-01-02 02:21:08,492
2024-01-02 02:23:15,486
2024-01-02 02:25:22,484
2024-01-02 02:27:29,480
2024-01-02 02:29:36,478
2024-01-02 02:31:43,478
2024-01-02 02:33:50,477
2024-01-02 02:35:57,475
2024-01-02 02:38:04,471
2024-01-02 02:40:11,470
2024-01-02 02:42:18,468
2024-01-02 02:44:25,465
2024-01-02 02:46:33,467
2024-01-02 02:48:40,461
2024-01-02 02:50:47,464
2024-01-02 02:52:54,466
2024-01-02 02:55:01,462
2024-01-02 02:57:08,462
2024-01-02 02:59:15,461
2024-01-02 03:01:22,462
2024-01-02 03:03:29,462
2024-01-02 03:05:36,463
2024-01-02 03:07:43,463
2024-01-02 03:09:50,458
2024-01-02 03:11:57,464
2024-01-02 03:14:04,466
2024-01-02 03:16:11,461
2024-01-02 03:18:18,457
2024-01-02 03:20:25,455
2024-01-02 03:22:32,456
2024-01-02 03:24:39,454
2024-01-02 03:26:46,454
2024-01-02 03:28:53,455
2024-01-02 03:31:00,451
2024-01-02 03:33:07,449
2024-01-02 03:35:14,452
2024-01-02 03:37:21,452
2024-01-02 03:39:28,454
2024-01-02 03:41:35,453
2024-01-02 03:43:42,449
2024-01-02 03:45:49,453
2024-01-02 03:47:56,456
2024-01-02 03:50:03,449
2024-01-02 03:52:10,448
2024-01-02 03:54:17,450
2024-01-02 03:56:24,445
2024-01-02 03:58:32,443
2024-01-02 04:00:39,443
2024-01-02 04:02:46,444
2024-01-02 04:04:53,441
2024-01-02 04:07:00,439
2024-01-02 04:09:07,439
2024-01-02 04:11:14,437
2024-01-02 04:13:21,434
2024-01-02 04:15:28,433
2024-01-02 04:17:35,434
2024-01-02 04:19:42,433
2024-01-02 04:21:49,435
2024-01-02 04:23:56,434
2024-01-02 04:26:03,427
2024-01-02 04:28:10,423
2024-01-02 04:30:17,425
2024-01-02 04:32:24,430
2024-01-02 04:34:31,429
2024-01-02 04:36:38,430
2024-01-02 04:38:45,434
2024-01-02 04:40:52,432
2024-01-02 04:42:59,427
2024-01-02 04:45:06,427
2024-01-02 04:47:13,423
2024-01-02 04:49:20,424
2024-01-02 04:51:27,429
2024-01-02 04:53:34,424
2024-01-02 04:55:41,427
2024-01-02 04:57:48,426
2024-01-02 04:59:55,420
2024-01-02 05:02:02,422
2024-01-02 05:04:09,422
2024-01-02 05:06:16,417
2024-01-02 05:08:23,418
2024-01-02 05:10:31,421
2024-01-02 05:12:38,421
2024-01-02 05:14:45,420
2024-01-02 05:16:52,420
2024-01-02 05:18:59,418
2024-01-02 05:21:06,418
2024-01-02 05:23:13,419
2024-01-02 05:25:20,421
2024-01-02 05:27:27,418
2024-01-02 05:29:34,413
2024-01-02 05:31:41,415
2024-01-02 05:33:48,416
2024-01-02 05:35:55,419
2024-01-02 05:38:02,420
2024-01-02 05:40:09,415
2024-01-02 05:42:16,417
2024-01-02 05:44:23,416
2024-01-02 05:46:30,419
2024-01-02 05:48:37,418
2024-01-02 05:50:44,419
2024-01-02 05:52:51,416
2024-01-02 05:54:58,412
2024-01-02 05:57:05,412
2024-01-02 05:59:12,413
2024-01-02 06:01:19,406
2024-01-02 06:03:26,412
2024-01-02 06:05:33,418
2024-01-02 06:07:40,418
2024-01-02 06:09:47,415
2024-01-02 06:11:54,412
2024-01-02 06:14:01,412
2024-01-02 06:16:08,409
2024-01-02 06:18:15,409
2024-01-02 06:20:22,411
2024-01-02 06:22:30,410
2024-01-02 06:24:37,412
2024-01-02 06:26:44,412
2024-01-02 06:28:51,414
2024-01-02 06:30:58,417
2024-01-02 06:33:05,420
2024-01-02 06:35:12,420
2024-01-02 06:37:19,421
2024-01-02 06:39:26,419
2024-01-02 06:41:33,417
2024-01-02 06:43:40,417
2024-01-02 06:45:47,418
2024-01-02 06:47:54,418
2024-01-02 06:50:01,411
2024-01-02 06:52:08,409
2024-01-02 06:54:15,408
2024-01-02 06:56:22,409
2024-01-02 06:58:29,407
2024-01-02 07:00:36,404
2024-01-02 07:02:43,409
2024-01-02 07:04:50,408
2024-01-02 07:06:57,410
2024-01-02 07:09:04,412
2024-01-02 07:11:11,413
2024-01-02 07:13:18,408
2024-01-02 07:15:25,407
2024-01-02 07:17:32,410
2024-01-02 07:19:39,409
2024-01-02 07:21:46,411
2024-01-02 07:23:53,408
2024-01-02 07:26:00,408
2024-01-02 07:28:07,406
2024-01-02 07:30:13,407
2024-01-02 07:32:20,407
2024-01-02 07:34:27,408
2024-01-02 07:36:34,407
2024-01-02 07:38:41,406
2024-01-02 07:40:48,405
2024-01-02 07:42:55,404
2024-01-02 07:45:02,403
2024-01-02 07:47:09,399
2024-01-02 07:49:16,396
2024-01-02 07:51:23,400
2024-01-02 07:53:30,396
2024-01-02 07:55:37,398
2024-01-02 07:57:44,401
2024-01-02 07:59:51,396
2024-01-02 08:01:58,396
2024-01-02 08:04:05,399
2024-01-02 08:06:12,398
2024-01-02 08:08:19,397
2024-01-02 08:10:26,402
2024-01-02 08:12:33,402
2024-01-02 08:14:40,402
2024-01-02 08:16:47,402
2024-01-02 08:18:54,401
2024-01-02 08:21:01,403
2024-01-02 08:23:08,404
2024-01-02 08:25:15,404
2024-01-02 08:27:22,404
2024-01-02 08:29:29,399
2024-01-02 08:31:36,398
2024-01-02 08:33:43,397
2024-01-02 08:35:50,395
2024-01-02 08:37:57,397
2024-01-02 08:40:04,398
2024-01-02 08:42:12,398
2024-01-02 08:44:19,397
2024-01-02 08:46:26,394
2024-01-02 08:48:33,397
2024-01-02 08:50:40,404
2024-01-02 08:52:47,404
2024-01-02 08:54:54,397
2024-01-02 08:57:01,401
2024-01-02 08:59:08,402
2024-01-02 09:01:15,403
2024-01-02 09:03:22,407
2024-01-02 09:05:29,406
2024-01-02 09:07:36,408
2024-01-02 09:09:43,406
2024-01-02 09:11:50,409
2024-01-02 09:13:57,406
